rules,support,confidence,lift,count
"{Organic Hass Avocado,Organic Raspberries,Organic Strawberries} => {Bag of Organic Bananas}",0.001190715,0.48504815,4.109549839,3828
"{Bag of Organic Bananas,Organic Hass Avocado,Organic Raspberries} => {Organic Strawberries}",0.001190715,0.335524586,4.075325077,3828
"{Bag of Organic Bananas,Organic Raspberries,Organic Strawberries} => {Organic Hass Avocado}",0.001190715,0.330455801,4.974032526,3828
"{Organic Baby Spinach,Organic Raspberries,Organic Strawberries} => {Bag of Organic Bananas}",0.000652903,0.397161779,3.364936292,2099
"{Bag of Organic Bananas,Organic Baby Spinach,Organic Raspberries} => {Organic Strawberries}",0.000652903,0.325577788,3.954509984,2099
"{Large Lemon,Limes,Organic Baby Spinach} => {Organic Avocado}",0.000503597,0.324124124,5.893268215,1619
"{Limes,Organic Avocado,Organic Baby Spinach} => {Large Lemon}",0.000503597,0.341633256,7.194611922,1619
"{Large Lemon,Limes,Organic Avocado} => {Banana}",0.000705782,0.366263115,2.491699061,2269
"{Banana,Limes,Organic Avocado} => {Large Lemon}",0.000705782,0.312147476,6.573657306,2269
"{Large Lemon,Limes,Organic Baby Spinach} => {Banana}",0.000536257,0.345145145,2.34803287,1724
"{Limes,Organic Avocado,Organic Baby Spinach} => {Banana}",0.000571718,0.387845537,2.638524929,1838
"{Banana,Limes,Organic Baby Spinach} => {Organic Avocado}",0.000571718,0.301064701,5.473998698,1838
"{Large Lemon,Organic Avocado,Organic Baby Spinach} => {Banana}",0.00071418,0.392277465,2.668675466,2296
"{Banana,Large Lemon,Organic Baby Spinach} => {Organic Avocado}",0.00071418,0.317083276,5.765250568,2296
"{Organic Avocado,Organic Baby Spinach,Organic Strawberries} => {Banana}",0.000618376,0.382602002,2.602852998,1988
"{Organic Baby Spinach,Organic Hass Avocado,Organic Strawberries} => {Bag of Organic Bananas}",0.00104172,0.411526174,3.486638017,3349
"{Bag of Organic Bananas,Organic Baby Spinach,Organic Strawberries} => {Organic Hass Avocado}",0.00104172,0.305370657,4.596450047,3349
